Q_scale,R_std,CI,Coverage_percent,Sharpness_avg_volume,Mean_error,Calibration_MAE,Calibration_RMSE,Reliability_score,inside_count,total
0.951,0.1,CI68,96.83288710397144,2214.3977070071423,1.7371908378193204,0.40957018392602307,0.4667670841210024,59.04298160739769,86801,89640
0.961,0.1,CI68,96.8875502008032,2247.347482593684,1.7378258175880699,0.410208822087028,0.4674624925944471,58.9791177912972,86850,89640
0.971,0.1,CI68,96.93217313699242,2280.4249379038606,1.7384596816720546,0.41083387455211384,0.4681481457916348,58.91661254478861,86890,89640
0.981,0.1,CI68,96.97010263275322,2313.628958512439,1.7390925284057859,0.4114566075081404,0.46883059963397644,58.85433924918596,86924,89640
0.991,0.1,CI68,97.01584114234717,2346.958448713015,1.739724928091479,0.41206465024012445,0.4694967392451075,58.79353497598756,86965,89640
1.001,0.1,CI68,97.07050423917893,2380.4123310597574,1.7403577278537334,0.4126650717280564,0.47015867479353607,58.733492827194354,87014,89640
1.011,0.1,CI68,97.12405176260597,2413.989545924495,1.7409898580879135,0.4132553315572521,0.4708074715010886,58.6744668442748,87062,89640
1.021,0.1,CI68,97.17759928603303,2447.6890510685407,1.741620885006321,0.4138398478402057,0.4714528192407859,58.61601521597943,87110,89640
1.031,0.1,CI68,97.22668451584114,2481.5098212285798,1.742250736629967,0.4144125456722379,0.47208350298651774,58.55874543277621,87154,89640
1.041,0.1,CI68,97.27130745203034,2515.4508477160434,1.7428793893564802,0.4149749713927216,0.4727083811230893,58.502502860727844,87194,89640
1.051,0.1,CI68,97.318161535029,2549.5111380293893,1.7435068307955537,0.4155252473038469,0.4733151481888157,58.44747526961531,87236,89640
1.061,0.1,CI68,97.37170905845605,2583.689715478773,1.7441330525546987,0.41608358627027353,0.4739360785051659,58.39164137297265,87284,89640
1.071,0.1,CI68,97.40852298081214,2617.985618822595,1.744758048147829,0.4166213810136033,0.4745377023749057,58.33786189863967,87317,89640
1.081,0.1,CI68,97.45983935742973,2652.397901915409,1.7453818121542137,0.41715508900287623,0.47513269726743335,58.284491099712376,87363,89640
1.091,0.1,CI68,97.49219098616689,2686.925633366802,1.7460043397526233,0.4176838266155933,0.47571735327930165,58.231617338440664,87392,89640
1.101,0.1,CI68,97.54350736278448,2721.5678962107177,1.7466256264690054,0.41819864717395433,0.4762919908452932,58.180135282604574,87438,89640
1.111,0.1,CI68,97.58143685854529,2756.3237875848963,1.7472456681194852,0.41870739282763614,0.47686196296202404,58.129260717236384,87472,89640
1.121,0.1,CI68,97.62494422132977,2791.1924184199715,1.7478644608317693,0.41920719180351756,0.47741974691566386,58.07928081964824,87511,89640
1.131,0.1,CI68,97.64948683623382,2826.1729131378843,1.7484820010576771,0.41970886847720923,0.47798749445540467,58.02911315227908,87533,89640
1.141,0.1,CI68,97.69299419901829,2861.2644093592307,1.7490982855728465,0.42019552356842116,0.4785304724039026,57.98044764315789,87572,89640
1.151,0.1,CI68,97.73650156180277,2896.466057619249,1.749713311471842,0.42067245881214627,0.4790627204306515,57.93275411878538,87611,89640
1.161,0.1,CI68,97.76773761713521,2931.777021092028,1.750327076160043,0.42114155190619457,0.4795949230459548,57.88584480938055,87639,89640
1.171,0.1,CI68,97.81347612672914,2967.19647532275,1.7509395773428535,0.42161771398023334,0.480130795932522,57.838228601976674,87680,89640
1.181,0.1,CI68,97.84805890227577,3002.723607967566,1.7515508130134672,0.4220797380942914,0.48065290509390923,57.792026190570866,87711,89640
1.191,0.1,CI68,97.88710397144132,3038.3576185408697,1.7521607814402567,0.42253900088804053,0.481173880766796,57.74609991119595,87746,89640
1.201,0.1,CI68,97.9161088799643,3074.0977181697067,1.7527694811543375,0.4229913051546118,0.48168289871646874,57.70086948453882,87772,89640
1.211,0.1,CI68,97.94065149486836,3109.9431293550347,1.7533769109373822,0.4234246115374589,0.4821729586390205,57.657538846254106,87794,89640
1.221,0.1,CI68,97.96630968317716,3145.8930857396044,1.7539830698096115,0.4238534998078121,0.4826571638141932,57.61465001921879,87817,89640
1.231,0.1,CI68,97.99866131191433,3181.946831882217,1.7545879570178802,0.4242884629828444,0.4831507464535075,57.57115370171556,87846,89640
1.241,0.1,CI68,98.04328424810352,3218.103623038146,1.7551915720238742,0.4247183453285088,0.4836423392633212,57.528165467149115,87886,89640
1.251,0.1,CI68,98.08009817045962,3254.362724945515,1.7557939144925712,0.42513806601543674,0.4841182718531843,57.48619339845633,87919,89640
1.261,0.1,CI68,98.1057563587684,3290.723413617367,1.7563949842811573,0.4255500550055005,0.48459034741222706,57.444994499449955,87942,89640
1.271,0.1,CI68,98.13810798750558,3327.184975139319,1.7569947814286235,0.42596867116430503,0.4850672354884559,57.4031328835695,87971,89640
1.281,0.1,CI68,98.18049977688533,3363.746705472518,1.7575933061461615,0.4263749166081267,0.485532390988212,57.36250833918732,88009,89640
1.291,0.1,CI68,98.20169567157518,3400.407910261828,1.7581905588083664,0.4267685704313403,0.48598283102449985,57.32314295686597,88028,89640
1.301,0.1,CI68,98.23293172690764,3437.167904648943,1.7587865399451452,0.4271656482917368,0.4864370594293813,57.28343517082632,88056,89640
