dataset,split,point_index,t,measured_X,measured_Y,measured_Z,ref_X,ref_Y,ref_Z
Dataset01,all,2007,200.70000000000002,3.5540242,1.6576954,0.5507636,3.5539574630255535,1.657915400999779,0.5508373994606053
Dataset01,all,2008,200.8,3.5528785,1.6540051,0.55306977,3.552896391357102,1.6541951773739982,0.5530706827961346
Dataset01,all,2009,200.9,3.5491762,1.6496556,0.5539443,3.549301374543917,1.6498543635938043,0.5540011564928315
Dataset01,all,2010,201.0,3.54432,1.6526,0.55517663,3.544485810630897,1.6524803163478496,0.5552158765701756
Dataset01,all,2011,201.10000000000002,3.5324051,1.6493791,0.55949633,3.532848585826626,1.649511373091941,0.5594039823421524
Dataset01,all,2012,201.20000000000002,3.5200098,1.6420213,0.55607291,3.520444270462805,1.6423225304734625,0.556302800866306
Dataset01,all,2013,201.3,3.5106413,1.637403,0.55868883,3.510911137202369,1.6375708819344295,0.5586621061591074
Dataset01,all,2014,201.4,3.5020896,1.6321198,0.56449706,3.5022944645872993,1.6322943541883126,0.5643305506588557
Dataset01,all,2015,201.5,3.4971824,1.6317527,0.55464645,3.4972157047641965,1.6317089681710766,0.5551349715403383
Dataset01,all,2016,201.60000000000002,3.4920323,1.6385661,0.55001239,3.4920655219300816,1.638221259328243,0.5502684592173265
Dataset01,all,2017,201.70000000000002,3.4890095,1.6400018,0.5444814,3.48895198487135,1.6398976021354128,0.5447416140901803
Dataset01,all,2018,201.8,3.4870806,1.6371685,0.5394792,3.4869794608074334,1.637259714315828,0.5396941504854952
Dataset01,all,2019,201.9,3.4796189,1.6346539,0.53554236,3.4797532851165163,1.6347317473616105,0.5356919952148933
Dataset01,all,2020,202.0,3.4734502,1.6355424,0.52453744,3.4735287776150363,1.635472303930399,0.5249622373216649
Dataset01,all,2021,202.10000000000002,3.4625646,1.6376411,0.51649503,3.4628282364936473,1.6375213680326677,0.5167704411402154
Dataset01,all,2022,202.20000000000002,3.4504728,1.6404278,0.51012936,3.450769862133922,1.6402885255503035,0.5103044624312919
Dataset01,all,2023,202.3,3.4411724,1.6465269,0.49677896,3.44132876360235,1.6462628845854312,0.4972220320650638
Dataset01,all,2024,202.4,3.4321074,1.6511056,0.49542202,3.4322340559798716,1.650923108624754,0.4953413691913263
Dataset01,all,2025,202.5,3.4298267,1.6581225,0.47565835,3.4296608865779845,1.657859406225459,0.476322407909005
Dataset01,all,2026,202.60000000000002,3.4296075,1.6580917,0.46780781,3.4293596812272544,1.6581397782591187,0.46795104702220186
Dataset01,all,2027,202.70000000000002,3.4311414,1.6646689,0.45782143,3.430840417667798,1.6644529699255797,0.45801825283151054
Dataset01,all,2028,202.8,3.4328383,1.6688659,0.44363883,3.432555737134232,1.6687568375658797,0.4439930147407219
Dataset01,all,2029,202.9,3.4293836,1.6754312,0.43597259,3.4293398767943266,1.6752387942174445,0.43603240484728367
Dataset01,all,2030,203.0,3.4299467,1.6787395,0.43700626,3.429751126405612,1.6786954288968603,0.4366897744494517
Dataset01,all,2031,203.10000000000002,3.4311597,1.6721429,0.43682241,3.430948827544576,1.672517364328709,0.4365693517354339
Dataset01,all,2032,203.20000000000002,3.4299083,1.6632947,0.4475384,3.429817563022897,1.663745258469973,0.4468614957034811
Dataset01,all,2033,203.3,3.4297447,1.6513486,0.45512551,3.4296223024976724,1.6518891183922257,0.4546216154108741
Dataset01,all,2034,203.4,3.4296976,1.6456695,0.4593959,3.4295802083979403,1.6459062300479843,0.4590816598157842
Dataset01,all,2035,203.5,3.4341493,1.6426077,0.46302594,3.433857272635168,1.6427024845628244,0.46277446075083034
Dataset01,all,2036,203.60000000000002,3.4418634,1.6464278,0.4688868,3.4414561700240154,1.646224357041846,0.4685687606522136
Dataset01,all,2037,203.70000000000002,3.4492593,1.657267,0.47454311,3.4488974216257207,1.6567803106821581,0.47425964219487643
Dataset01,all,2038,203.8,3.4545144,1.6653574,0.47837966,3.4542755277937274,1.6650165719565388,0.478198395557953
Dataset01,all,2039,203.9,3.4569425,1.671567,0.48611884,3.456846960204225,1.6713406901130308,0.4857973303845424
Dataset01,all,2040,204.0,3.4558203,1.6773151,0.49346731,3.4558857389056494,1.6771330931257775,0.4931853248388132
Dataset01,all,2041,204.10000000000002,3.4526622,1.679877,0.50347348,3.452812281986748,1.679844727455283,0.5031091450122038
Dataset01,all,2042,204.20000000000002,3.4516975,1.688071,0.50993162,3.4517470006858924,1.6878155993053632,0.5097432741191252
Dataset01,all,2043,204.3,3.4557388,1.6893116,0.51829991,3.455573241595076,1.6893569074872388,0.5180571620511001
Dataset01,all,2044,204.4,3.4666533,1.6850571,0.52071722,3.466210500241136,1.6853372763437608,0.5207396548314805
Dataset01,all,2045,204.5,3.4772724,1.679279,0.52738794,3.4768705603878045,1.6796062414420296,0.5272438876466548
Dataset01,all,2046,204.60000000000002,3.4860656,1.6755087,0.53031099,3.485777229897431,1.6757253755039583,0.5303276851293537
Dataset01,all,2047,204.70000000000002,3.4810716,1.6759914,0.53122562,3.4813825949671857,1.6760084723457374,0.5313302420759843
Dataset01,all,2048,204.8,3.4711562,1.6809751,0.53071882,3.4716665952155625,1.6807967981567324,0.5308761777193212
Dataset01,all,2049,204.9,3.4582207,1.6879821,0.51531114,3.458817497652156,1.687728505639031,0.5160708024807855
Dataset01,all,2050,205.0,3.4510079,1.6930665,0.50520299,3.4513180953719904,1.6929121065151946,0.5056999817079695
Dataset01,all,2051,205.10000000000002,3.4568328,1.6915177,0.50391011,3.456565414134625,1.6916549298490846,0.5039876508811387
Dataset01,all,2052,205.20000000000002,3.462653,1.6856582,0.49897333,3.4623862738167777,1.6859727391418429,0.49917678561629975
Dataset01,all,2053,205.3,3.4702178,1.6798836,0.48988332,3.469903386353777,1.6801733856975078,0.49024474494704806
Dataset01,all,2054,205.4,3.4739275,1.6816864,0.4751851,3.473798632949555,1.6816364039473146,0.4757514649307561
Dataset01,all,2055,205.5,3.4833283,1.683383,0.45909019,3.4829841205915435,1.6833279127059315,0.45967116369283617
Dataset01,all,2056,205.60000000000002,3.4877062,1.683928,0.44541256,3.4875915113059857,1.6839251902112085,0.4458417031762212
Dataset01,all,2057,205.70000000000002,3.4920376,1.6872319,0.42620988,3.4919447065318043,1.6871177409905262,0.42682161031753635
Dataset01,all,2058,205.8,3.4983389,1.6932705,0.41848462,3.4981741145451632,1.6930493544848362,0.41857506895589963
Dataset01,all,2059,205.9,3.5069263,1.6936027,0.4119305,3.5066792499764605,1.6936325222869375,0.41194295013667204
Dataset01,all,2060,206.0,3.511255,1.6953038,0.40099347,3.511202595390801,1.6952848174605004,0.40118229744760525
Dataset01,all,2061,206.10000000000002,3.5138802,1.6929635,0.39648884,3.5139108221268227,1.693110871244265,0.3964025599992092
Dataset01,all,2062,206.20000000000002,3.5177588,1.6982539,0.38890807,3.517738382320138,1.698080104710181,0.388945122501837
Dataset01,all,2063,206.3,3.5184551,1.6962614,0.38286116,3.5185656503006566,1.69639044621338,0.3828366862656819
Dataset01,all,2064,206.4,3.5151639,1.6885573,0.38301637,3.5154342312042917,1.688922625701126,0.38273584471105276
Dataset01,all,2065,206.5,3.5073697,1.6803552,0.3901498,3.5078077462339636,1.6807176270028106,0.3895964530431184
Dataset01,all,2066,206.60000000000002,3.5082671,1.6702202,0.39023064,3.5083138941822387,1.6706292957171895,0.39000709915886667
Dataset01,all,2067,206.70000000000002,3.5100236,1.6586453,0.40521947,3.510014587932934,1.6590785419474496,0.4044151150840732
Dataset01,all,2068,206.8,3.5193153,1.6410824,0.41117855,3.5189941001554206,1.6417242022623137,0.41079562181247714
Dataset01,all,2069,206.9,3.5244916,1.6326763,0.42080886,3.5243563898223607,1.632890849014878,0.42032670436972086
Dataset01,all,2070,207.0,3.5320986,1.6210052,0.43982544,3.5318831105078385,1.621317276591617,0.4389959464536465
Dataset01,all,2071,207.10000000000002,3.5363155,1.6139366,0.45039954,3.536256056021179,1.6140345791695545,0.44997916779241637
Dataset01,all,2072,207.20000000000002,3.5390766,1.6128616,0.45790826,3.5390890167759523,1.6126947144425319,0.45766932946454875
Dataset01,all,2073,207.3,3.5391243,1.6102384,0.46955716,3.5392504361256436,1.6101395864172725,0.46917669325115596
Dataset01,all,2074,207.4,3.5428952,1.6122201,0.48539457,3.5428610488181222,1.6119431890999862,0.4848701097389194
Dataset01,all,2075,207.5,3.5441694,1.6105177,0.49891375,3.5442346893631536,1.6104105017284285,0.49852656893787767
Dataset01,all,2076,207.60000000000002,3.544067,1.6032628,0.51998305,3.5441872231143075,1.6034012852655617,0.5193253697694069
Dataset01,all,2077,207.70000000000002,3.5445513,1.5962335,0.53350948,3.544638678696285,1.5963602373048968,0.5332113924488726
Dataset01,all,2078,207.8,3.5472955,1.593077,0.55189741,3.5472804050802167,1.5930320533275493,0.5514407614523107
Dataset01,all,2079,207.9,3.5512857,1.5903517,0.57043228,3.55121637315829,1.5902859758021581,0.5700045035077979
Dataset01,all,2080,208.0,3.5587064,1.5893325,0.58590433,3.55849968004051,1.5892015385724036,0.5856428828868186
Dataset01,all,2081,208.10000000000002,3.5590152,1.5979221,0.60517541,3.5591148381854842,1.5974041339002787,0.6047879152218305
Dataset01,all,2082,208.20000000000002,3.5586411,1.6038388,0.61929677,3.558772480764451,1.6034621274738567,0.6191516094755322
Dataset01,all,2083,208.3,3.5534506,1.6143605,0.63706306,3.553769957288782,1.6138339780807813,0.6367907797311778
Dataset01,all,2084,208.4,3.5431637,1.6224869,0.65961262,3.543671950938043,1.622100780932516,0.6591625918412083
Dataset01,all,2085,208.5,3.531464,1.6258153,0.68290573,3.5319921397554386,1.62566787426915,0.6824585810302478
Dataset01,all,2086,208.60000000000002,3.5314392,1.6339736,0.69102681,3.531438797866516,1.6336502492644713,0.6912459868464029
Dataset01,all,2087,208.70000000000002,3.5314559,1.6374988,0.70367919,3.531432029380803,1.6373885996401463,0.7037190953792429
Dataset01,all,2088,208.8,3.5298513,1.6409592,0.7182929,3.529895481807814,1.6408704680770518,0.7182409163304454
Dataset01,all,2089,208.9,3.5266287,1.6415585,0.72480562,3.5267383919637845,1.641596685278831,0.7250886028754583
Dataset01,all,2090,209.0,3.519251,1.6484357,0.73125188,3.5195247625264323,1.648216789096875,0.731525717070623
Dataset01,all,2091,209.10000000000002,3.5046625,1.658029,0.73397838,3.505215495766353,1.6577073725333271,0.7343803522568082
Dataset01,all,2092,209.20000000000002,3.4889948,1.6604581,0.72359454,3.4895535906743613,1.6604568519992218,0.724505881366302
Dataset01,all,2093,209.3,3.4756341,1.6603466,0.72261033,3.4760472584719464,1.6604634344420783,0.7230723315032807
Dataset01,all,2094,209.4,3.4752829,1.6580367,0.71957206,3.4751161025094084,1.658238441926474,0.7200582751038547
Dataset01,all,2095,209.5,3.4823343,1.6522649,0.7145547,3.481853498403493,1.6525945698185687,0.7150793649447759
Dataset01,all,2096,209.60000000000002,3.4945278,1.6472799,0.70854226,3.493865684801316,1.6475524641304642,0.709061895614708
Dataset01,all,2097,209.70000000000002,3.5062718,1.6445985,0.7074757,3.505680870953753,1.6447489712086394,0.7077440017243372
Dataset01,all,2098,209.8,3.509847,1.6430607,0.70644434,3.5096495003201875,1.643145317310243,0.706676461903558
Dataset01,all,2099,209.9,3.5115181,1.6400745,0.70266947,3.5114332715110463,1.6402084407248052,0.7029921460831072
Dataset01,all,2100,210.0,3.506401,1.6379652,0.70297862,3.5066084242042805,1.6380528531974201,0.7031073274740006
Dataset01,all,2101,210.10000000000002,3.5006534,1.6463541,0.70395979,3.5008800362784913,1.6459990037706749,0.7040411013125519
Dataset01,all,2102,210.20000000000002,3.4892559,1.6501481,0.70780703,3.489695714195866,1.6499964596865828,0.7077608239577907
Dataset01,all,2103,210.3,3.4769864,1.6586263,0.70938529,3.4774310199535123,1.658303672209301,0.7094315806901286
Dataset01,all,2104,210.4,3.4710519,1.6683492,0.71566036,3.471195125177852,1.6679974963842423,0.7155125935336949
Dataset01,all,2105,210.5,3.4676065,1.6712403,0.72386957,3.4676216558999595,1.6712010374836097,0.7236474687602703
Dataset01,all,2106,210.60000000000002,3.4734193,1.6692812,0.73422879,3.473046047837426,1.6694583783884984,0.733935139920119
Dataset01,all,2107,210.70000000000002,3.4843573,1.6650798,0.75344153,3.4837905963811866,1.6653422717965696,0.7528065321072537
Dataset01,all,2108,210.8,3.4991038,1.6581581,0.77501951,3.498423543954524,1.6585124216191165,0.774330574389479
Dataset01,all,2109,210.9,3.5076803,1.6498457,0.7990987,3.5073115496223024,1.6502289762637676,0.7983669693007305
Dataset01,all,2110,211.0,3.5194599,1.6451459,0.82243737,3.5190054049912263,1.6453466029125081,0.8218008588680921
Dataset01,all,2111,211.10000000000002,3.5347043,1.6405172,0.83959786,3.5341446759379465,1.64068921681989,0.8392778277454305
Dataset01,all,2112,211.20000000000002,3.5478631,1.6425215,0.86859112,3.547435958727979,1.6424032089216754,0.8678252897516615
Dataset01,all,2113,211.3,3.5595889,1.6377128,0.8943392,3.559265098984794,1.6378742066411944,0.8937583453053477
Dataset01,all,2114,211.4,3.5687083,1.6334687,0.91848156,3.5685256368432046,1.6336037014215359,0.9180272909208689
Dataset01,all,2115,211.5,3.5808963,1.6290006,0.93304928,3.5806095143495456,1.6291314893011428,0.9330362824478513
Dataset01,all,2116,211.60000000000002,3.5923409,1.6289453,0.94478247,3.5921065176934284,1.6288821768665154,0.9449057265852076
Dataset01,all,2117,211.70000000000002,3.6017147,1.6292336,0.96136165,3.6015891501304322,1.6291540413713332,0.9612795130492254
Dataset01,all,2118,211.8,3.6093555,1.6293059,0.96686473,3.6093172973123573,1.629241795031893,0.9672382927888917
Dataset01,all,2119,211.9,3.6055663,1.6263476,0.97909343,3.6060064707735457,1.6264149169383175,0.9791745361612151
Dataset01,all,2120,212.0,3.6012666,1.6368168,0.97802614,3.6017075731492425,1.63632975569403,0.9786360661162404
Dataset01,all,2121,212.10000000000002,3.5899579,1.6420628,0.982576,3.5906478685536136,1.6418124990653935,0.9829207264115442
Dataset01,all,2122,212.20000000000002,3.5721185,1.6539153,0.97792765,3.5730253640742067,1.6534250799247137,0.9786094133527174
Dataset01,all,2123,212.3,3.5580386,1.6614285,0.97536692,3.5587170350988164,1.6611518307691755,0.9759145880423443
Dataset01,all,2124,212.4,3.5458042,1.6632635,0.97137059,3.546335509245784,1.6632548949593873,0.9719221893884511
Dataset01,all,2125,212.5,3.5397425,1.6674152,0.95587124,3.539964969596903,1.6673229033192893,0.9568472232637889
Dataset01,all,2126,212.60000000000002,3.5372142,1.6729249,0.95488088,3.5372580365411936,1.6727815384849347,0.955187470468722
Dataset01,all,2127,212.70000000000002,3.5394735,1.6819865,0.94043679,3.539308578915108,1.6817075933867554,0.9412426855166255
Dataset01,all,2128,212.8,3.5350298,1.6885255,0.93252314,3.5351476380935964,1.6883703487588997,0.9330071640516456
Dataset01,all,2129,212.9,3.5237365,1.6828802,0.92806868,3.524137731424899,1.6832466464348637,0.9283528414029157
Dataset01,all,2130,213.0,3.5079955,1.6700104,0.9267245,3.508555375966038,1.6706629700036664,0.9268463664012337
Dataset01,all,2131,213.10000000000002,3.5034232,1.6610057,0.92413606,3.503478246045711,1.6614514341491937,0.924291473055889
Dataset01,all,2132,213.20000000000002,3.5060546,1.6611268,0.90527866,3.5057867950926496,1.6611472360571946,0.9060921743435025
Dataset01,all,2133,213.3,3.5270938,1.6689717,0.88977973,3.5260779786367054,1.6686542617875313,0.8904080212125914
Dataset01,all,2134,213.4,3.5484701,1.6686311,0.86903754,3.5475017836001568,1.6686660764692993,0.8698173372003991
Dataset01,all,2135,213.5,3.5623677,1.6626792,0.85413349,3.561797652227147,1.662956906929309,0.8546079908571758
Dataset01,all,2136,213.60000000000002,3.5742888,1.6612549,0.82773142,3.5738684400112444,1.6613307063569895,0.8286243493730643
Dataset01,all,2137,213.70000000000002,3.5777052,1.6574738,0.82183462,3.577679867074493,1.657631576986486,0.8218182037554294
Dataset01,all,2138,213.8,3.5751694,1.6559872,0.82428818,3.5754080880129946,1.656039417955168,0.8238914415159075
Dataset01,all,2139,213.9,3.5764268,1.6489999,0.82324098,3.5764982908190732,1.6492698382209943,0.8230089375760239
Dataset01,all,2140,214.0,3.5719743,1.6437591,0.8295536,3.5722678454215857,1.64394148724676,0.8290459473026418
Dataset01,all,2141,214.10000000000002,3.5677694,1.6424166,0.84165511,3.5680352347301953,1.642418072493766,0.8409434955969073
Dataset01,all,2142,214.20000000000002,3.5587387,1.6498949,0.84211503,3.5591782373745944,1.649525063696253,0.8419396556027492
Dataset01,all,2143,214.3,3.5462614,1.6586396,0.84304078,3.54681030114528,1.6582358201692917,0.8428842349223468
Dataset01,all,2144,214.4,3.5297736,1.6696738,0.84512175,3.5304425322197726,1.6692108836497288,0.8449325633183232
Dataset01,all,2145,214.5,3.5152827,1.6765485,0.83893703,3.5158134948777384,1.6762966955138827,0.8391045037097604
Dataset01,all,2146,214.60000000000002,3.4997213,1.6763748,0.83665157,3.50024233736875,1.676445199704979,0.8366577602269648
Dataset01,all,2147,214.70000000000002,3.4837542,1.6723608,0.82920302,3.48424424730355,1.6725964425333766,0.82941489166715
Dataset01,all,2148,214.8,3.4670511,1.6658361,0.82229693,3.46752571552975,1.6661606827782205,0.8224756745758625
Dataset01,all,2149,214.9,3.4458148,1.6573815,0.81811593,3.4464325997271956,1.657759851359667,0.818164710653455
Dataset01,all,2150,215.0,3.4305838,1.6513437,0.8051927,3.4309037788645855,1.6515902558215734,0.805592167421288
Dataset01,all,2151,215.10000000000002,3.4212874,1.6468857,0.79828816,3.4213213345272457,1.6470392900488569,0.7984176376879154
Dataset01,all,2152,215.20000000000002,3.4138162,1.6502112,0.78083156,3.413759998208215,1.6500260655113452,0.7813732486252134
Dataset01,all,2153,215.3,3.4036929,1.6491671,0.77282601,3.403747441535153,1.6491649862776347,0.7729458011084392
Dataset01,all,2154,215.4,3.395948,1.6631141,0.75864481,3.3959040843808617,1.6625015845677649,0.7589909718640507
Dataset01,all,2155,215.5,3.3874139,1.6780965,0.75437901,3.3874024543981975,1.6774717454419505,0.7542942206393979
Dataset01,all,2156,215.60000000000002,3.3841127,1.699966,0.74187949,3.3838878602034588,1.6991134943603599,0.7421241384611806
Dataset01,all,2157,215.70000000000002,3.3802039,1.7179704,0.72817902,3.3800157328971996,1.717345293629267,0.7284645552545317
Dataset01,all,2158,215.8,3.3701493,1.7342766,0.71440977,3.3702331476313616,1.7337876604098605,0.7146738972950029
Dataset01,all,2159,215.9,3.3537181,1.7421494,0.70051537,3.354068481063215,1.7420582178089896,0.700759789128362
Dataset01,all,2160,216.0,3.3410464,1.7438556,0.68672096,3.3412209340135615,1.744043371743855,0.6869382474006422
Dataset01,all,2161,216.10000000000002,3.3388451,1.7499975,0.66721836,3.3385647988589646,1.7499968213582913,0.667650166892825
Dataset01,all,2162,216.20000000000002,3.3464228,1.7567261,0.64065604,3.3457459733728707,1.7566935205761085,0.641348578452701
Dataset01,all,2163,216.3,3.3524133,1.7635145,0.6148537,3.351847033203166,1.7634810979953264,0.6154627619425632
Dataset01,all,2164,216.4,3.3584139,1.7651175,0.58430991,3.357903199192888,1.7653009112154612,0.5850557280319485
Dataset01,all,2165,216.5,3.3612982,1.7625511,0.56602153,3.360964664946947,1.7628987156547535,0.5661999206495408
Dataset01,all,2166,216.60000000000002,3.3691617,1.7514429,0.53819883,3.3686604476187396,1.7521179299004506,0.5387307599206342
Dataset01,all,2167,216.70000000000002,3.3817689,1.7434878,0.52187635,3.3811106507030435,1.74398501547621,0.5219003542463676
Dataset01,all,2168,216.8,3.3956337,1.736577,0.49128123,3.3949768982036335,1.7369786700512706,0.49187062612077603
Dataset01,all,2169,216.9,3.4035725,1.7351733,0.4792594,3.4032197547856464,1.7353074752453381,0.47905273764645817
Dataset01,all,2170,217.0,3.4115921,1.7405206,0.45980812,3.41128059389774,1.7403531912186798,0.45989374507122915
Dataset01,all,2171,217.10000000000002,3.4195054,1.7410482,0.44614644,3.4192282658957343,1.7410822930705439,0.4459976141210841
Dataset01,all,2172,217.20000000000002,3.4228848,1.7424885,0.43531338,3.4228212002145315,1.7424901716052479,0.43505176713780747
Dataset01,all,2173,217.3,3.4251299,1.7413477,0.43486789,3.4251276521753073,1.7414543115536278,0.43419706482457354
Dataset01,all,2174,217.4,3.4297794,1.7383318,0.43859159,3.4296807434850467,1.7385103745868842,0.43779289858251447
Dataset01,all,2175,217.5,3.4306936,1.7267813,0.44595088,3.430753948036373,1.7272985393894131,0.44506953742942984
Dataset01,all,2176,217.60000000000002,3.4315096,1.7134145,0.45430085,3.431575073254887,1.7139736254329663,0.4534552860989117
Dataset01,all,2177,217.70000000000002,3.4307311,1.6956154,0.46957847,3.4308565861745928,1.6963082380830792,0.46852551501360207
Dataset01,all,2178,217.8,3.4269365,1.6807206,0.4888421,3.4271774304461773,1.6812362783852424,0.4877118556981148
Dataset01,all,2179,217.9,3.4229072,1.6747237,0.50712465,3.4231406889297085,1.674818349387312,0.5061343118397557
Dataset01,all,2180,218.0,3.4168406,1.6675706,0.52429674,3.4171365842219403,1.6676869680242037,0.5234478934973393
Dataset01,all,2181,218.10000000000002,3.4157843,1.6645428,0.55139611,3.4158493885089154,1.664479394115108,0.5502208432600346
Dataset01,all,2182,218.20000000000002,3.4213346,1.6591086,0.57853435,3.421111841649703,1.6591427644084156,0.5774507489123857
Dataset01,all,2183,218.3,3.4282029,1.6552812,0.59740329,3.427934155513994,1.655250030575872,0.5967628471084514
Dataset01,all,2184,218.4,3.4394544,1.657934,0.61099357,3.439027428396153,1.6576357637660186,0.6106472192290524
Dataset01,all,2185,218.5,3.4502471,1.6586006,0.62695333,3.4498712961787743,1.6584003335307296,0.6265528557609724
Dataset01,all,2186,218.60000000000002,3.4648309,1.6604664,0.63773532,3.46433501187195,1.6602389121397902,0.6375824810194574
Dataset01,all,2187,218.70000000000002,3.4755475,1.6531427,0.65873196,3.475251152203745,1.6533136664366677,0.6581820225032581
Dataset01,all,2188,218.8,3.4856129,1.6469249,0.66539949,3.4853785433221836,1.6470511699967267,0.6654739633005471
Dataset01,all,2189,218.9,3.4997346,1.6422011,0.65860355,3.4993568250392526,1.6422524568737047,0.6592521573824678
Dataset01,all,2190,219.0,3.5105616,1.6381646,0.64614959,3.510348070803811,1.6381798641109466,0.6469962717612422
Dataset01,all,2191,219.10000000000002,3.5144847,1.640357,0.63476086,3.514582008395843,1.6401125483728265,0.6354948970179324
Dataset01,all,2192,219.20000000000002,3.5231825,1.6506768,0.60204406,3.523086909560457,1.6501087146260154,0.6035862308801534
Dataset01,all,2193,219.3,3.5260587,1.6519882,0.57407769,3.5262038831359117,1.651829809502088,0.575317257803766
Dataset01,all,2194,219.4,3.5363133,1.6489945,0.54545076,3.536150987212447,1.6490449022106553,0.5465925204823352
Dataset01,all,2195,219.5,3.5474492,1.6439143,0.51982883,3.547252608515618,1.6440547687848723,0.5207389646825957
Dataset01,all,2196,219.60000000000002,3.5469924,1.6337169,0.5002701,3.547290259174684,1.634059328064531,0.5008380241016266
Dataset01,all,2197,219.70000000000002,3.5357699,1.6245767,0.47634333,3.5365050090938612,1.6248527667506487,0.4770256802737755
Dataset01,all,2198,219.8,3.5194113,1.6148999,0.45861522,3.5203094630939833,1.6151702863982047,0.4589847286921845
Dataset01,all,2199,219.9,3.5049156,1.6111019,0.44186676,3.5056621082391692,1.611105092552821,0.44214941861770113
Dataset01,all,2200,220.0,3.4972238,1.6019653,0.41902343,3.4976157124704197,1.6021773160757338,0.41952815351657113
Dataset01,all,2201,220.10000000000002,3.4993424,1.5997882,0.40472407,3.4992795806381163,1.5997026063639086,0.4048398147892328
Dataset01,all,2202,220.20000000000002,3.5043458,1.5935108,0.39541714,3.5041509837192986,1.5935897787105209,0.3953004777747625
Dataset01,all,2203,220.3,3.5136693,1.5945263,0.38633295,3.51330859835679,1.5943041783469445,0.3862081146194323
Dataset01,all,2204,220.4,3.5193012,1.5990473,0.36859226,3.5191186329637674,1.5986883889197623,0.36883536467662104
Dataset01,all,2205,220.5,3.5215389,1.6165167,0.35551959,3.5215202131846586,1.6156508299091248,0.3555633092104962
Dataset01,all,2206,220.60000000000002,3.5244952,1.6264287,0.34110875,3.524455336950989,1.6259321776475721,0.3411954554303992
Dataset01,all,2207,220.70000000000002,3.5309822,1.6332986,0.32446866,3.530799499559868,1.6329878347026294,0.32464118454063934
Dataset01,all,2208,220.8,3.5342041,1.6261564,0.32981261,3.534166733708035,1.62645928769546,0.329066520015662
Dataset01,all,2209,220.9,3.5408842,1.618564,0.32049202,3.5407136248930278,1.6188832486725224,0.3203804807158665
Dataset01,all,2210,221.0,3.5498283,1.6131542,0.26623903,3.549574369032838,1.613355134851631,0.26801651919008357
Dataset01,all,2211,221.10000000000002,3.5494587,1.6076802,0.13217043,3.549608431274843,1.6078606562978062,0.13715549666890625
Dataset01,all,2212,221.20000000000002,3.5395353,1.617558,-0.077548581,3.5400820181210255,1.6170882110023637,-0.06976460064874625
Dataset01,all,2213,221.3,3.5197461,1.6336774,-0.24097882,3.520666343618588,1.6329660962349184,-0.23569496904416254
Dataset01,all,2214,221.4,3.5154554,1.6429544,-0.31430425,3.5156684142736387,1.6425798706426789,-0.31331868978098776
Dataset01,all,2215,221.5,3.5240878,1.6387675,-0.32322395,3.5237194395518356,1.6389960368003946,-0.32516081933792823
Dataset01,all,2216,221.60000000000002,3.5290805,1.644105,-0.32378428,3.528871697419569,1.6439449223204121,-0.326010450633931
Dataset01,all,2217,221.70000000000002,3.5287745,1.6668981,-0.31893024,3.5288097239532807,1.6660167741335807,-0.3211894324573604
Dataset01,all,2218,221.8,3.5161081,1.6917306,-0.30562737,3.516659853850156,1.6908154767607695,-0.3080311405063947
Dataset01,all,2219,221.9,3.5085925,1.7065014,-0.28823565,3.5089030594930146,1.7060828693756682,-0.2905956904403945
Dataset01,all,2220,222.0,3.5169242,1.7097456,-0.28510553,3.5165431669930984,1.709860839000264,-0.2866613877770282
Dataset01,all,2221,222.10000000000002,3.5347172,1.7097891,-0.27604415,3.533952126713196,1.710047860396395,-0.27767012667568575
Dataset01,all,2222,222.20000000000002,3.551182,1.7054248,-0.26265865,3.550525335625756,1.7058477302895654,-0.2643181602307604
Dataset01,all,2223,222.3,3.5628238,1.7085285,-0.25043381,3.562430109253261,1.7086118584639158,-0.25189614156703144
Dataset01,all,2224,222.4,3.5656595,1.7160072,-0.23136399,3.565675513518513,1.7158885887387043,-0.23296763899760758
Dataset01,all,2225,222.5,3.5560084,1.7153745,-0.20565163,3.5565547314278683,1.7155927960455684,-0.20738937326526
Dataset01,all,2226,222.60000000000002,3.5420448,1.7193181,-0.1783056,3.542741206022936,1.7193417658603387,-0.1799584275271205
Dataset01,all,2227,222.70000000000002,3.5255616,1.7239465,-0.14031426,3.526304845091418,1.723931754458281,-0.14225243684577055
Dataset01,all,2228,222.8,3.5064243,1.7310856,-0.11631368,3.507211419778373,1.730967083927449,-0.11751072129759006
Dataset01,all,2229,222.9,3.4911623,1.7459054,-0.090273229,3.4917199557993603,1.7454766631230174,-0.0914151167718984
Dataset01,all,2230,223.0,3.4763173,1.7551842,-0.06239866,3.4767976579526034,1.755010082448415,-0.06351020450796949
Dataset01,all,2231,223.10000000000002,3.4728868,1.77006,-0.041300079,3.4728496851193214,1.7696814075998974,-0.04203003123572039
Dataset01,all,2232,223.20000000000002,3.4722294,1.7759012,-0.011487515,3.472059972699524,1.7759210880004719,-0.01249475532850268
Dataset01,all,2233,223.3,3.4750395,1.7749784,0.016664959,3.4747370246655724,1.775291818358712,0.01580620607602025
Dataset01,all,2234,223.4,3.473817,1.7786612,0.037730384,3.4737027863835803,1.7787683532069059,0.0372479646833512
Dataset01,all,2235,223.5,3.4700743,1.7768019,0.059680203,3.4700821385361635,1.7771193392915996,0.05922064372853196
