index,x_ego,y_ego,delta_z
0,0.00012789976274021723,5.99712110943906e-05,-6.683117160736357e-06
1,1.4182736034078937e-05,-0.00014791197303403635,-0.0001338684516014113
2,-2.696627816086044e-05,-5.8347195381964936e-05,-0.00021416788330351835
3,3.1168129825342504e-05,-3.159303113321168e-06,-0.0002811025919888842
4,4.2658616451815074e-05,-8.988814770618469e-05,-1.0017617207770321e-05
5,6.055491831806619e-05,-2.156178777079012e-05,-0.00021416864282083198
6,0.0001093161669532405,-3.2484073239789175e-05,8.363594967127682e-05
7,-5.5769522660122424e-05,-0.0001631280710439542,-1.670072270653581e-05
8,0.0008101852630971906,0.0006888044007131264,0.00531405216761825
9,-0.002222899769059984,0.0016362738996365531,0.006268278904773741
10,-4.920214225494972e-05,0.0014331502584963318,0.00035164644533101225
11,-0.0004784340761603204,-0.0005019307850064594,-0.0026737916733971835
12,-0.0006687957982447699,-0.0003209607790072849,-0.0027910025471776893
13,0.0006904245272845899,0.0008709971445147321,-0.0016567058499322492
14,0.00021881772487019802,-0.00010990462217903488,0.000632487122956011
15,0.0001158630000737018,0.0011925389750025211,-0.0021850446726625044
16,-0.0013004197856195036,0.0007803941676215833,0.0030182580815765834
17,0.00012090148481277684,0.00041511782249622857,0.004356957848578232
18,-0.0003848253456671629,0.0016009104849509896,-0.0014625303527262268
19,-0.0005301030384459196,0.002107680947579126,-0.009353431499673163
20,-0.0011146376198382056,-0.0008964641128059257,-0.0017702936651268321
21,-0.0018351400237051401,0.002165609464523568,0.0018006670288655087
22,-0.0005376352871702109,-0.0011176600217297314,0.002944788909785922
23,0.00021951364499144,-0.0004583850963215652,0.0030251767654937926
24,-0.0007782298110296749,0.00262177142676069,-0.00010329069184148928
25,0.0002190074695811625,-0.0003698400172787913,-0.0016598955333802547
26,0.00030520699405985286,-0.00048078842698606717,-0.003329517870201434
27,-0.0008317840936719571,-0.00018265411457310532,-0.0010073589461200988
28,-0.00015569645306617023,0.0007857887310012085,-0.0003581828524545083
29,-0.0006163401540335407,-0.0003590026681408343,-0.0010541576443397066
30,0.00011466123027631929,0.0007108982503335377,0.002017790415681387
31,-0.0013658308794492835,0.00010179931205865677,0.0020649792157372785
32,-0.0008855100276680144,0.0007263517233443462,0.0003850778851499613
33,-0.00010718727502113152,0.00034567199666630654,0.0033865947054419997
34,-0.0005749176611664884,0.0005106169995153557,-0.003125499718532484
35,-0.0014995710464089027,0.00036553504712228454,-0.0024632625236988715
36,-0.00041455499264484493,-0.00010338141624574368,-0.0005722369299141772
37,-0.0009086943259972761,0.00048528039773161987,-0.0013851993065222695
38,-0.0003421782622560627,-0.0011019447866610524,-0.0014692279876613937
39,-0.0006492569598372245,0.000216016648379706,-0.0017837627050826046
40,-0.0003049759447880165,0.0006671309612942185,-0.0013754717435640433
41,7.105373604015535e-05,-8.016128255856705e-05,0.0023491535483261064
42,-0.00021957794852352986,4.4430954481316175e-05,0.005076396879295852
43,8.650879390165918e-05,-0.00046039828244129647,0.0003749006214070934
44,-0.0012998659917690595,-0.00040199948295599263,-0.0002979052946383773
45,-0.0014669551548749493,0.00032805335160329295,0.0005919664467228768
46,-0.0006412213499047144,-0.0005813916225767012,-0.0031354132600391778
47,-0.0003342342017732968,0.0009125232151370024,-0.0009568645804060583
48,-0.0003118009505488678,-0.0016023450318308806,0.0005150437953440725
49,-0.00040778663567409386,0.0013124223730266791,-0.0009171989101816437
50,0.00043731523954296513,0.0002020037602034838,-0.0009838454580556773
51,0.0029592524581782166,0.0002278580087746932,-0.0007422303867174185
52,0.0011108665716024547,0.0006131558401994593,-0.00045827079986620776
53,0.0014390341170690017,-0.0002450683177894258,0.004754905203289165
54,-0.0006544581659285536,0.0016524243551382068,0.0011709735582387604
55,0.0009432287972421016,0.0011058882836845717,-0.0023360942005183107
56,0.0006748301387420898,-0.0005462928259341947,-0.0037344569655353914
57,0.00010453128737400539,0.0005199383768599792,0.0014624433894452125
